presupuesto_min,fuente_lead,tipo_propiedad,interacciones_iniciales,conversion
97000,1,2,2,0
114000,1,1,2,1
144000,1,2,2,0
86000,1,3,6,0
356000,1,2,0,0
197000,1,1,2,0
402000,1,2,4,1
137000,1,1,2,1
111000,1,2,2,0
395000,1,2,2,1
109000,1,1,2,1
136000,1,2,2,0
223000,2,2,0,1
76000,1,1,0,0
222000,1,1,4,0
207000,1,1,0,0
301000,1,3,0,1
245000,1,2,0,0
307000,1,1,0,1
141000,1,1,0,0
93000,1,1,4,1
479000,1,1,4,0
65000,1,1,2,0
68000,2,1,1,1
205000,1,1,9,0
367000,1,2,4,1
166000,1,2,0,0
260000,1,1,6,1
50000,1,2,0,1
114000,1,1,0,0
54000,1,1,0,1
230000,1,4,6,0
64000,1,2,0,1
74000,1,1,0,0
199000,1,1,0,0
269000,1,2,2,0
137000,1,1,5,1
205000,1,4,9,0
202000,1,1,0,0
133000,1,1,6,0
82000,1,2,2,0
205000,1,2,5,1
210000,1,2,2,0
245000,1,3,8,0
178000,1,3,0,1
79000,1,1,1,0
219000,1,1,6,0
150000,1,1,1,0
115000,1,2,2,0
128000,1,2,8,1
103000,1,1,0,0
245000,1,4,0,0
69000,1,1,3,0
87000,1,3,9,0
125000,1,3,2,1
364000,1,1,3,1
268000,1,1,1,0
61000,1,1,0,0
315000,1,3,3,0
315000,1,1,2,1
79000,1,3,2,0
50000,1,2,0,0
144000,1,2,2,1
278000,1,3,2,1
360000,1,1,2,1
93000,1,2,0,0
393000,1,1,0,0
50000,1,1,10,1
123000,1,1,2,0
119000,1,1,0,0
283000,1,2,6,1
306000,1,1,2,1
254000,1,2,9,0
71000,1,1,2,0
241000,1,2,10,1
198000,1,3,4,0
60000,1,2,4,0
50000,1,4,2,0
265000,1,1,2,0
136000,1,1,4,0
74000,1,2,3,1
134000,1,1,2,0
183000,1,2,0,0
143000,1,3,2,1
64000,1,1,3,1
423000,1,3,4,0
261000,1,1,2,0
125000,1,2,10,1
128000,1,1,2,0
183000,1,2,2,0
81000,1,1,7,0
179000,1,3,1,0
72000,1,3,4,1
144000,1,2,4,1
79000,1,2,3,0
81000,1,2,8,0
371000,1,2,5,0
155000,1,2,1,0
168000,1,2,2,1
50000,1,3,6,1
108000,1,2,6,0
193000,2,1,9,1
167000,1,3,0,0
50000,1,1,2,0
168000,1,1,4,0
184000,1,4,0,1
304000,1,1,2,1
105000,1,1,11,1
50000,1,2,3,1
87000,1,3,0,0
82000,1,1,0,1
225000,1,2,2,0
50000,1,1,1,0
117000,1,1,3,0
329000,1,1,4,1
151000,1,1,4,0
246000,1,3,6,1
61000,1,2,10,0
62000,1,3,4,0
331000,1,3,3,0
159000,1,3,0,1
159000,1,2,2,0
81000,1,1,2,0
159000,1,3,3,0
80000,1,2,0,1
288000,1,1,0,1
672000,1,1,2,1
196000,1,1,3,0
106000,1,2,4,1
50000,1,3,3,1
59000,1,2,6,0
353000,1,1,3,0
85000,1,1,1,0
122000,1,3,3,0
215000,1,1,12,0
339000,1,1,2,1
134000,2,3,3,1
120000,1,3,25,1
156000,1,2,4,1
106000,1,2,2,0
109000,1,1,5,0
188000,1,3,3,1
166000,1,2,6,1
484000,1,2,2,1
191000,1,1,6,0
283000,1,2,6,0
83000,1,1,3,0
200000,1,2,2,0
101000,1,2,5,1
186000,1,3,0,1
219000,1,1,0,1
154000,1,3,2,1
564000,1,1,4,1
329000,1,2,2,1
287000,1,1,2,0
228000,1,1,5,1
396000,1,3,5,1
68000,1,1,4,0
319000,1,3,7,1
87000,1,1,6,0
110000,1,2,2,1
204000,1,1,0,1
296000,1,2,2,0
80000,1,3,4,0
113000,1,2,2,1
158000,1,1,7,1
135000,1,3,2,0
240000,1,2,7,1
993000,1,1,4,0
189000,1,2,4,1
100000,1,2,3,1
74000,1,3,0,0
125000,1,1,6,0
89000,1,1,1,0
194000,1,4,3,0
192000,1,2,5,1
116000,1,2,2,0
447000,1,4,0,0
100000,1,1,4,0
140000,1,1,2,0
213000,1,3,6,1
245000,1,2,2,0
303000,1,4,2,1
190000,1,2,8,1
267000,1,1,4,0
104000,1,1,4,1
249000,1,1,0,0
247000,1,3,7,1
345000,1,1,2,1
60000,1,2,5,1
91000,1,1,6,0
236000,1,1,4,0
50000,1,1,0,0
197000,1,2,8,0
269000,1,1,2,0
109000,1,4,5,1
118000,1,3,2,1
83000,1,1,4,1
113000,1,3,9,0
114000,1,1,3,0
103000,1,1,4,0
100000,1,1,0,1
129000,1,3,2,0
128000,1,2,1,0
420000,1,1,3,0
121000,1,2,4,1
181000,1,2,3,0
109000,1,2,3,0
108000,2,2,3,1
59000,1,3,2,0
63000,1,2,0,1
77000,1,1,0,0
166000,1,3,9,1
271000,1,1,0,0
56000,1,2,3,1
111000,1,2,2,1
71000,1,1,2,0
130000,1,1,0,1
271000,1,2,0,0
117000,1,3,0,0
146000,1,3,4,1
334000,1,2,11,1
193000,1,1,0,0
99000,1,1,0,0
164000,1,3,1,0
95000,1,1,4,1
189000,1,2,0,1
199000,1,1,8,0
71000,1,1,5,1
165000,1,2,4,0
141000,1,2,4,1
202000,1,2,0,0
237000,1,1,3,0
195000,1,3,9,0
127000,1,2,8,0
251000,1,3,0,0
93000,1,2,3,1
73000,1,1,0,1
50000,1,2,0,0
144000,1,2,2,0
95000,1,2,2,0
187000,1,2,0,0
51000,1,1,3,0
105000,1,3,0,0
194000,1,1,2,0
85000,1,1,2,0
188000,1,3,6,0
110000,1,1,2,1
147000,1,4,9,0
208000,1,1,4,0
253000,1,1,9,0
158000,1,1,4,1
96000,1,1,2,0
117000,1,1,17,0
213000,1,1,0,0
86000,1,1,0,1
136000,1,1,0,0
121000,1,1,0,0
142000,1,1,0,0
86000,1,1,14,1
54000,1,1,5,0
200000,1,1,2,0
255000,1,1,3,0
56000,1,1,3,0
184000,1,1,4,0
272000,1,3,2,0
208000,1,1,2,1
119000,1,1,0,0
89000,1,2,5,1
157000,1,2,0,0
172000,1,1,3,1
158000,1,3,1,0
136000,1,2,7,0
83000,1,4,4,1
189000,1,3,2,0
194000,1,2,1,0
168000,1,2,4,1
159000,1,1,4,0
378000,1,3,1,0
106000,1,2,6,1
304000,1,1,2,0
100000,1,1,0,1
276000,1,2,3,0
296000,1,2,7,1
128000,1,3,2,0
374000,1,1,2,1
194000,1,3,0,1
93000,1,1,4,0
122000,1,2,1,0
280000,1,1,3,0
249000,1,1,4,1
84000,1,1,0,0
139000,1,1,5,1
168000,1,1,2,1
113000,1,3,1,0
549000,1,1,7,0
171000,1,2,4,0
145000,1,2,3,1
289000,1,1,2,0
123000,1,3,6,0
261000,1,3,5,0
60000,1,3,3,0
117000,1,3,5,0
267000,1,2,0,0
356000,1,4,4,0
98000,1,1,5,0
92000,1,1,2,0
205000,1,2,6,1
106000,1,1,0,1
129000,1,2,4,1
243000,1,1,2,0
111000,1,1,4,0
51000,1,3,4,0
73000,1,1,9,1
151000,1,1,3,0
54000,1,2,3,0
127000,1,3,3,0
70000,1,3,5,1
370000,1,1,5,1
493000,1,3,4,0
84000,1,2,0,0
173000,1,3,5,0
88000,1,1,5,1
127000,1,1,4,0
404000,1,2,8,1
116000,1,2,2,0
128000,1,1,6,1
89000,1,2,2,0
282000,1,2,3,0
50000,1,1,2,0
118000,1,2,1,0
146000,1,1,4,1
104000,1,3,4,1
241000,1,2,5,0
291000,1,2,5,0
69000,1,3,2,1
474000,1,2,8,0
69000,1,1,6,0
305000,1,2,0,0
163000,1,4,1,0
114000,1,1,6,1
120000,1,2,5,0
147000,1,1,4,0
168000,1,3,6,0
90000,1,2,7,0
132000,1,3,4,0
98000,1,2,2,0
77000,1,1,0,0
96000,1,2,5,1
80000,1,3,4,1
119000,1,1,13,1
190000,1,1,2,0
160000,1,2,8,1
444000,1,2,2,0
50000,1,1,13,1
194000,1,1,5,1
151000,1,1,8,1
235000,1,2,2,0
222000,1,2,2,0
137000,1,2,3,1
165000,1,3,6,1
